Title,URL,Description,Date Published,Author,Tags,Categories,data collection date,Locations
Historic Tuscaloosa's lecture series exploring Bryce Hospital coal mines July 25,https://www.wvua23.com/historic-tuscaloosas-lecture-series-exploring-bryce-hospital-coal-mines-july-25/,"By WVUA 23 Digital Reporter Candace Johnson The time has finally arrived!Historic Tuscaloosais set to launch its summertime lecture series on July 25 at 5:30 p.m. A pre-lecture gathering will take place at 5 p.m. The series kicks off with Gerald Adair's lecture on the Bryce Hospital Coal Mines. This season, all lectures will be held at the University of Alabama's Farrah Hall, Room 214. Adair is a Tuscaloosa native and University of Alabama graduate who returned to Tuscaloosa in 2017 after working in Connecticut. Courtesy of Historic Tuscaloosa Adair got interested in the topic after discovering an old mine shaft along the Tuscaloosa Riverwalk. Last year, Adair authored ""The Bryce Hospital Coal Mine Lawsuits"" and got it published inThe Alabama Review. The Historic Tuscaloosa summer lecture series is free and open to the public. More information about this event can be foundhere.",16-07-24,"WVUA 23 Digital,",historic Tuscaloosa,Local News,26-07-24,"Tuscaloosa, Alabama"
Alabama Law Enforcement Agency gunning for best patrol car award,https://www.wvua23.com/alabama-law-enforcement-agency-gunning-for-best-patrol-car-award/,"By WVUA 23 Digital Reporter Candace Johnson TheAlabama Law Enforcement Agencyneeds your help if it's going to win this year's America's Best-Looking Cruiser Contest hosted by theAmerican Association of State Troopers. The contest officially kicked off July 15, and the top-ranked photos will be published in the AAST's 2025 calendar. All proceeds from calendar sales go toward educational scholarships. ""The 11th Annual National Best-Cruiser Contest is an exciting and engaging event, but it also serves as a reminder of the dedication and professionalism exhibited by state troopers and law enforcement agencies across the country,"" said ALEA's Department of Public Safety Director Col. Jonathan Archer. Alabama's entry features ALEA's new Dodge Challenger vehicle parked in front of Mobile's USS Alabama while an agency helicopter hovers overhead. ""Each year, we look forward to participating in the National Best-Looking Cruiser Contest,"" said ALEA Secretary Hal Taylor. ""It's a friendly competition between state agencies and engages citizens to support and interact with law enforcement in a positive way."" Along with being in the calendar, the winner will be presented with the Best-Looking Cruiser Award. Voting closes July 29 and calendar sales begin Oct. 1. If you're interested in checking out all the entries and voting,you can do so right here.",16-07-24,"WVUA 23 Digital,",Alabama Law Enforcement Agency,"Alabama News, Local News",26-07-24,"Mobile, Alabama"
"Diving into Alabama's opponents: Week 11, at LSU",https://www.wvua23.com/diving-into-alabamas-opponents-week-11-at-lsu/,"By WVUA 23 Digital Reporter Josh Batchelor Kirby Smart is undoubtedly the best coach in the SEC. Many people debate who is the second best coach in the SEC, whether it is Steve Sarkisian at Texas, Brian Kelly at LSU or Kalen DeBoer at Alabama. The Week 11 matchup will provide some clarity to that debate, especially with DeBoer's 2-0 record against Sarkisian. LSU was a one faceted team in 2023. Take that from no other than coach Kelly, who stated the need for more balance at SEC Media days on July 15. The Tigers did have an electric offense headlined by Heisman winner Jayden Daniels and star wide receiver duo of Malik Nabers and Brian Thomas Jr. However, all three were rightfully selected in the first round of the 2024 NFL Draft. At the quarterback position, the Tigers turn to Garrett Nussmeier who threw for over 1,700 yards as a backup quarterback in his first three seasons. He will be as experienced as any backup turned starter in the conference and is no stranger to playing against the Crimson Tide, as he relieved an injured Daniels last year in Tuscaloosa. Replacing Thomas and Nabers will be as big of a challenge as replacing Daniels, simply because of their 2,600 combined receiving yards and 31 touchdowns. Kyren Lacy proved to be a very viable third option in 2023 and will likely step into the primary target of Nussmeier's. The Tigers also have Alabama transfer Aaron Anderson, Chirs Hilton Jr. and Liberty transfer C.J. Daniels to make plays. LSU's best player returning may be the best player in the country for his position. Look no further than Will Campbell who is expected to be the first lineman off the board in next year's NFL draft. Veteran tight end Mason Taylor, who broke Alabama fans hearts in 2022, will return for his third year as a primary contributor on offense. Suprisingly, LSU didn't hit the portal hard on defense after down year. Jardin Gilbert, a Texas A&M transfer, will likely start at safety for the Tigers. Major Burns and Greg Penn III led the team in tackles in 2023 and return for their final season. Harold Perkins Jr. is the name to know on defense. After having an immense freshman campaign with 7.5 sacks, Perkins Jr.'s sack numbers dropped by two whole sacks from 2022 to 2023. His position change from an edge rusher to a middle linebacker, his current position, played a large factor. Both teams will have a bye week to prepare for one of the most competitive SEC matchups on a yearly basis. Many Alabama players will be making their debuts inside Tiger Stadium, which is commonly deemed the toughest road environment in all of college football. Even after Jalen Milroe's four rushing touchdown performance in 2023, the Tigers are favored at home against the Crimson Tide on Nov. 11. Alabama will host Mercer the following week, while the Gators travel to Gainesville.",16-07-24,"WVUA 23 Digital,","alabama football, Brian Kelly, kalen deboer, LSU football, Tiger Stadium","Alabama, Alabama News, College Sports, Local News, Sports",26-07-24,"Tuscaloosa, Alabama / Baton Rouge, Louisiana / Gainesville, Florida / College Station, Texas / Tuscaloosa, Alabama"
Church of the Highlands goes above and beyond for Serve Day 2024,https://www.wvua23.com/church-of-the-highlands-goes-above-and-beyond-for-serve-day-2024/,"By WVUA 23 Digital Reporter Candace Johnson A day of community, fellowship, and service took place on July 13 asChurch of the Highlands,Convoy of Hope,The Association of Related Churches,Servolutionand more celebrated their annual Serve Day. Church of the Highlands soared to new heights with a grand total of 22,309 people in attendance. The Tuscaloosa campus held many projects this past weekend as well. The community came together to do some good for the community by volunteering and donating over a half million pounds of food and necessary items to others. With over 20 different campuses across Alabama and Georgia, the church put all hands on deck to inspire others and spread the word of God. ""The Church exists to make a difference in the lives of people around us, and Serve Day is just one of those opportunities,"" said Senior Pastor Chris Hodges. ""We love serving our communities."" Highlands decided to make it more accessible for people to get involved by developing a free app designed for churches. This app helps churches customize it to their liking, as well as organize service projects and get volunteers. Through these efforts, schools, women's shelters, food banks and more were able to get the supplies they require. ""We know that getting more people involved in service and helping their neighbors strengthens the community, provides encouragement and hope to the hopeless and opens people's hearts to the love of Jesus,"" Hodges said. Serve Day 2024Courtesy of Church of the Highlands ServiceCourtesy of Church of the Highlands man workingCourtesy of Church of the Highlands CleaningCourtesy of Church of the Highlands PlantingCourtesy of Church of the Highlands",16-07-24,"WVUA 23 Digital,","church of the highlands, churches, service day",Local News,26-07-24,"Tuscaloosa, Alabama"
Day 1: Alabama GOP leaders discuss Republican National Convention,https://www.wvua23.com/day-1-alabama-gop-leaders-discuss-republican-national-convention/,"Monday kicked off the first day of theRepublican National Conventionin Milwaukee. The RNC comes two days after anassassination attemptagainst former president Donald Trump at his rally in Pennsylvania. Despite the horrific events that unfolded, Trump is still expected to attend the RNC as planned and announced his selection for vice-president. ALGOP chairman John Wahl, former Alabama Secretary of State John Merrill, and other party delegates are in Wisconsin for the four-day convention. Merrill said the shooting on Saturday was devastating for everyone involved, but it's not deterring the RNC. Republicans have rallied behind the party's presidential nominee in the wake of 20-year-old Thomas Matthew Crooks of Pennsylvania firing shots at Trump. ""The support for President Trump since the shooting on Saturday is more enthusiastic, more energetic, more dynamic than it's every been in his political career,"" said Republican Party delegate and former Alabama Secretary of State John Merrill. The RNC is held in a swing state, however Wisconsin GOP delegate Brian Schimming said he knows which way voters will go in November's election. ""We've had 12 elections in 24 years in this state that have been decided by less than 30,000 votes. We are truly a purple state and this year we are here to turn it red. It's that simple,"" Schimming said at the RNC delegation breakfast. While Alabama is a red state, Merrill believes there will be outstanding support for Trump in November and ""that will be reflected in the 5 million people in the great state of Alabama."" A lot has happened in the 48 hours leading up to the RNC, and it's shifting the tone Trump plans to set during the convention. He told ""The Washington Examiner"" his RNC speech will focus on unification,""according to the Associated Press"" ""Donald Trump is very much so showing leadership and what you want to see out of a presidential candidate, out of a president. You're seeing a candidate who is going to come forward, he's going to change his message to unity and really talk about it like we can get past it,"" Wahl said. Republican Party leaders are excited about what's to come during the rest of the campaign, and a recent legal battle is out of the way after the judge presiding over Trump's classified documents trial tossed the case Monday. ""I think we're seeing some justice in the courts you also had JD Vance named as the VP candidate, he's literally walking on stage right now here in Milwaukee about to address the delegates and it's an exciting time for the Republican party,"" Wahl said.",16-07-24,"Avery Boyce,","2024 presidential race, alabama GOP, republican-national-convention","Alabama News, Local News",26-07-24,"Milwaukee, Wisconsin"
Tuscaloosa City Schools board OKs lease agreement proposal for former Brewer-Porch building,https://www.wvua23.com/tuscaloosa-city-schools-board-oks-lease-agreement-proposal-for-former-brewer-porch-building/,"By WVUA23 News Reporter Damaris Epps Tuscaloosa City Schools Board of Education has officially given Superintendent Mike Daria the authority to sign a lease agreement for the former Brewer-Porch Children's Center building. The school board is hoping to turn the old child care facility on the University of Alabama campus into a new and improved children's mental health care facility for TCS students. The center willÂ  be called Tuscaloosa City Schools Children's Center. Brewer-Porch was shut down in earlier this year after budget cuts from the university. TCS Superintendent Mike Daria said it will cost around $750,000 a year to operate the new program, and TCS will be hiring new employees to run the facility. Although a lease has not yet been signed, Daria told WVUA 23 that he hopes a deal is reached soon.",16-07-24,"WVUA 23 News,","brewer porch children's center, Mike Daria, Tuscaloosa City Schools",Local News,26-07-24,"Tuscaloosa, Alabama"
City enters $3.7M agreement for Northport Shore sports complex development,https://www.wvua23.com/city-enters-3-7m-agreement-for-northport-shore-sports-complex-development/,"By WVUA 23 News Reporter Zoe Blair The Northport City Council has taken the next step in the Northport Shore Development. The council is entering a $3.7 million agreement with Sports Contractors UnlimitedÂ  for the athletic fields portion of the sports complex. Council President Christy Bobo said the fields are a huge part of the development. ""It's an entire sports complex, it's not just baseball fields,"" she said. ""We're going to have softball, pickleball, everything for everybody to come do, walking trails, lots of activity will be going on there."" The council has also started to work with a developer on the project. ""I think one of the biggest things that's kind of new that we're excited about is that we have committed to a contract with a private developer who's going to bring in a hotel and an indoor facility,"" Bobo said. ""That hotel will be at least 100 keys. Somewhere to stay, somewhere to play, and it's obvious it's somewhere you want to live."" Bobo said Northport Shore is something the city has needed for a long time. ""I don't have children, but I have two kids that are very close to my heart, Caleb and Mary Madison Bobo, and I actually campaigned on having a sports complex for kids like Caleb,"" Bobo said. ""He is my heart, and I can't wait to be able to see him play baseball there. He goes to travel ball tournaments at least three times a month or so, so for him to not have to travel so far out of the city and out of the state will be wonderful, I can't wait."" Ground has already broken on Northport Shore, and it is expected to be open to the public in the fall 2025.",16-07-24,"WVUA 23 News,","City of Northport, northport city council, northport shore, River Run Park","Featured, Local News",26-07-24,"Northport, Alabama"
Missing 23-year-old from Perry County found burned to death in Dallas County,https://www.wvua23.com/missing-23-year-old-from-perry-county-found-burned-to-death-in-dallas-county/,"By WVUA 23 News Reporter Kathryn Mentel A missing person case in Perry County has been closed after the 23-year-old man was found dead in Dallas County inside the charred remains of his vehicle. The Perry County Sheriff's Office confirmed Monday that the body found inside the gray 1999 Chevrolet Silverado was that of Christian Moore, who went missing from his home in Newbern around 1 a.m. July 11. The Dallas County Sheriff's Office is handling the investigation.",16-07-24,"WVUA 23 News,","Dallas County, perry county","Alabama News, Local News",26-07-24,"Newbern, Alabama / Perry County, Alabama / Dallas County, Alabama"
Watermelon Road resurfacing project almost complete,https://www.wvua23.com/watermelon-road-resurfacing-project-almost-complete/,"By WVUA 23 News Reporter Zoe Blair Traffic is finally flowing freely again on Watermelon Road in Northport. The city began work on the nearly $200,000 project in late 2023. District 3 Northport City Council Member Karl Wiggins said he's happy to see this project complete. ""I live off of Watermelon Road in a neighborhood over there and the road has been really bumpy,"" he said ""I call it Washboard Road instead of Watermelon Road. So having it newly paved and resurfaced gives it a much better ride, it's very smooth."" Replacing the traffic signals at Rice Valley Road is the last step of the project. There is no word on when those signals will be replaced.",16-07-24,"WVUA 23 News,","northport, northport city council, road improvement, Watermelon Road",Local News,26-07-24,"Northport, Alabama"
Croom Foundation awards memorial scholarships,https://www.wvua23.com/croom-foundation-awards-memorial-scholarships/,"TheCroom Foundationhas awarded college scholarships to five high school graduates from the class of 2024. They were handed out on behalf of the Kennis Croom Memorial Scholarship. Croom grew up in Tuscaloosa, but died in the line of duty in 2021 while serving with the Meridian Police Department. He began his career as a police officer in Tuscaloosa and later worked in Vance, Eutaw, Jackson and Brookhaven before going to Meridian, Mississippi. Since his death, Croom's family is ensuring his legacy lives on through educational opportunities. His father Kelvin Croom said his son believed education can help children succeed in life. Scholarships of $10,000 were presented to: In addition, Legend Nave from Meridian High School received a $5,000 scholarship for Meridian Community College. ""When I found out that I got it, I was like shocked,"" King said. ""I was having tears of joy because I was not expecting it."" ""From the time I read the missions, the values of the foundation, I was taking aback,"" White said. ""So I applied, I went through the whole process, and it was so caring and so giving the whole time."" This is the third year of the scholarship fund in Croom's name and it has expanded from one $75 scholarship the first year to four $10,000 scholarships. The goal for next year is to increase scholarships and hopefully award a scholarship for an Ivy League student. If you're interested in learning more about the Croom Foundation and the scholarships it offers,click right here.  Lachoicia Stribling from Meridian High School in Mississippi, who will be attending Tougaloo College in Mississippi Mallory Rucker from Tuscaloosa County High School, who will be attending Auburn University Jace White from Booker T. Washington High School, who will be attending the University of Alabama Kalyn King from Central High School in Tuscaloosa, who will be attending Maryville College in Tennessee",16-07-24,"Jalen Prince,","croom foundation, kennis croom memorial scholarship",Local News,26-07-24,"Tuscaloosa, Alabama / Meridian, Mississippi / Vance, Alabama / Eutaw, Alabama / Jackson, Alabama / Brookhaven, Mississippi"
Back-to-School Sales Tax Holiday is happening this weekend,https://www.wvua23.com/back-to-school-sales-tax-holiday-is-happening-this-weekend/,"If you've been waiting for the state's annual Back-to-School Sales Tax Holiday to pick up all those supplies you need for yourself or your family, your time to shine is this weekend. From Friday, July 19, to Sunday, July 21, school-related supplies in participating cities and counties around the state will be sole tax-free by retailers. ""Alabama families, it's that time of year again. With the upcoming school year just around the corner, I encourage everyone to take full advantage of our Back-to-School Sales Tax Holiday,"" said Alabama Gov. Kay Ivey in a statement. ""This is an opportunity to save on essential school supplies, and ensure our students are well-prepared and excited to learn."" Items exempt from sales tax over the weekend include: Items not exempt include: If you're interested in the full list of what does and doesn't fall under the sales tax holiday, you can check it outright here. The full list of which areas are participating is availableright here. Regular school supplies including pencils, paper, binders, crayons, etc. Art supplies Books $30 or less Computers or laptops $750 or less, computer storage media, printers, etc. Clothing items $100 or less Clothing accessories like handbags, jewelry or glasses Sports or recreational equipment Cosmetics or hair care items Furniture Video games and video game systems Magazines",15-07-24,"WVUA 23 Digital,","alabama, back to school sales tax holiday","Alabama News, Featured, Local News",26-07-24,
Bridge in Northport closed until further notice,https://www.wvua23.com/bridge-in-northport-closed-until-further-notice/,By WVUA 23 News Reporter Kathryn Mentel The bridge over the railroad tracks on Fifth Street in Northport will be closed until further notice. The bridge was damaged recently. The portion of the road that is closed spans from New Prospect Baptist Church at 6816 Fifth St. to U.S. Highway 82.  The city of Northport is asking drivers to avoid the area and use an alternate route. Residents tell us they are worried about EMS crews because it will take longer for them to reach the nearest hospital. More information will be released as the situation is assessed.,15-07-24,"WVUA 23 News,","5th street, northport",Local News,26-07-24,"Northport, Alabama"
Alabama Power workers returning from Texas recovery this week,https://www.wvua23.com/alabama-power-workers-returning-from-texas-recovery-this-week/,"By WVUA 23 News Reporter Paislee Roberts Alabama Powerplans for restoration crews to return home this week after helping Houston recover from Hurricane Beryl's damage. Alabama Power sent 350 crew members whenCenterPoint Energyrequested backup to restore power to 1.8 million customers. Alabama Power crews started helping July 9 by rebuilding infrastructure, clearing trees, and repairing power lines. CenterPoint Energy hopes to restore power to 90% of customers by tonight. Alabama Power has a Mutual Assistance Agreement with energy companies around the country, allowing places affected by natural disasters to request additional resources. ""We are grateful to be able to help our neighbors in need. We know what it is like to be without power and we know power is such a critical part of our daily lives,"" said Alabama Power Company spokesperson Danielle Kimbrough. ""So when we can be there and help with that piece of it, we are helping those areas return to a sense of normalcy. They have some rebuilding to do so the work is not done, but this is a critical part of giving them the foundation they need to return to normal life."" Kimbrough said Alabama Power appreciates the fast response from crew members since they were in Houston ready to help hours after the storms hit.",15-07-24,"WVUA 23 News,","alabama power, centerpoint energy, hurricane beryl","Featured, Local News",26-07-24,"Houston, Texas"
Nonprofit aims to increase Alabama's voter participation,https://www.wvua23.com/nonprofit-aims-to-increase-alabamas-voter-participation/,"By WVUA 23 Digital Reporter Candace Johnson TheAmerican Civil Liberties Unions of Alabamaannounced a multi-year strategy to improve voter turnout across Alabama. Alabama is among the states with the lowest voter turnout percentages in the country. Two years ago, only 37.3% of registered voters exercised their right to vote. During the 2024Â  presidential primary election in March, this number decreased to 24.8%. Fortunately, ACLU has a plan to get more Alabamians at the polls. ACLU of Alabama'sProject MOVE (Making Our Voices Echo)is designed to confront any issues when it comes to the ballot, identify future voter's biggest concerns, and provide the necessary care and resources to Alabamians. The project will have mock voting programs and other get-out-the-vote volunteer activities to spread awareness. ""Alabama has a long history of leading efforts to extend voting rights to more people,""Â said JaTaune Bosby Gilchrist, the ACLU of Alabama's Executive Director. ""Despite the sacrifices many have made to preserve and extend this right, voter apathy is real. Our community-centered approach seeks to move more Alabamians to the polls, ensuring that every citizen's voice is truly a part of the democratic process,"" said Gilchrist.",15-07-24,"WVUA 23 Digital,","ACLU alabama, voter registration",Local News,26-07-24,
Mid-season Alabama in the MLB report,https://www.wvua23.com/mid-season-alabama-in-the-mlb-report/,"By WVUA 23 Digital Reporter Josh Batchelor There are just two University of Alabama baseball alumni currently in the MLB: Spencer Turnbull of the Philadelphia Phillies and David Robertson of the Texas Rangers. Both Turnbull and Robertson are playing for franchises that competed for league pennants in the 2023 season. Turnbull spent the first five years with the Detroit Tigers, who dramatically struggle to win games since Turnbull was called up in 2018. He held a 12-29 record and a 4.55 ERA. The Phillies fell short to the Diamondbacks in the NLCS last year, but now boast the best record in all of baseball at 59-32. The Phillies pitching staff have the lowest team ERA in the MLB, with an elite starting rotation and bullpen. Turnbull, a lifelong starter, has split time starting games and coming out of the bullpen for the Phillies in 2024. Turnbull 2024 stats:17 games, 7 starts. 3-0 record. 54.1 innings pitched. 58 strikeouts. 2.65 ERA. Robertson is the eighth oldest player in the MLB at 39 years old. The product of Paul W. Bryant High School in Tuscaloosa is in his 16th season in the major leagues. The Rangers are the eighth franchise he has played for, also spending nine years with the Yankees, three seasons with the White Sox, two years with the Phillies and several one-year stints with the Mets, Rays, Rangers, Cubs and Marlins. Despite his age, Robertson is still a highly coveted relief pitcher due to his consistency. He holds a 65-45 record, a 2.90 career ERA and has 176 career saves. In year 16, his ERA is just .13 points above his career average. Robertson 2024 stats:37 games. 2-3 record. 38.2 innings pitched. 58 strikeouts. 3.03 ERA. Chase Lee(Rangers Triple-A): 1-0, 1.29 ERA, 7 innings pitched, 8 strikeouts Tyler Gentry(Royals Triple-A): .215 average, 6 HR, 31 RBIs, 4 SB, .682 OPS Andrew Pinckney(Nationals Double-A): .268 average, 5 HR, 34 RBIs, 19 SB, .688 OPS Peyton Wilson(Royals Double-A): .221 average, 8 HR, 40 RBIs, 17 SB, .713 OPS Morgan McCullough(Mariners Double-A): .215 average, 4 HR, 20 RBIs, 6 SB, .702 OPS Dylan Ray(Diamondbacks Double-A): 0-1 record, 4.91 ERA, 18.1 innings pitched, 22 strikeouts Jim Jarvis(Tigers High-A): .250 average, 4 HR, 27 RBIs, 19 SB, .709 OPS Caden Rose(Red Sox High-A): .187 average, 4 HR, 16 RBIs, .619 OPS Dylan Smith(Tigers High-A): 0-5 record, 4.40 ERA, 57.1 innings pitched, 59 strikeouts Sam Praytor(Marlins High-A): .260 average, 4 HR, 24 RBIs, 0 SB, .779 OPS Hunter Furtado(Pirates Single-A): 2-3 record. 6.09 ERA, 34 innings pitched, 33 strikeouts Garrett McMillian(Pirates Single-A): 3-2 record, 2.41 ERA, 37.1 innings pitched, 37 strikeouts Grayson Hitt(Diamondbacks Rookie Ball): 22.50 ERA, 2 innings pitched, 2 strikeouts",15-07-24,"WVUA 23 Digital,",,"Alabama, Local News, Sports",26-07-24,"Tuscaloosa, Alabama"
World Drowning Prevention Day is July 25. Here are some water safety tips,https://www.wvua23.com/world-drowning-prevention-day-is-july-25-here-are-some-water-safety-tips/,"By WVUA 23 Digital Reporter Candace Johnson July 25 isWorld Drowning Prevention Day, and on this day, it is especially important to be cautious when near water. Drowning is one of the top ten leading causes for death for children ages 5-14. Tuscaloosa County Park and Recreation Authority's Director of Aquatics and Outdoor Pursuits Mark Harrison was more than delighted to offer some water safety tips. ""Drowning is the No. 1 cause of unintentional death for children ages 1 through 4, and it is also the second leading cause for children ages 5 to 14, right behind motor vehicle accidents,"" said Harrison. PARAtakes water safety seriously, and each pool under their umbrella has lifeguards available during operating hours. The organization also offers year-round swimming lessons for children ages 4 to 13. If you're an adult looking to learn or brush up on the basics, PARA offers private swimming lessons for adults. Harrison has some advice for the parents of children who cannot swim but are eager to dive in. ""For kids who are non swimmers, just watch the kids very closely around their quality facilities,"" said Harrison. ""They need to be watched and monitored constantly."" Another precaution for non-swimmers is to wear a fitted life jacket that is approved by the Coast Guard. You may be surprised to know that swim toys like noodles or arm floaties should not be used in place of a personal flotation device. Drowning can occur in any body of water, and can happen when water is less than a foot deep. If you're lucky enough to own your own pool, it should be surrounded by a fence on all four sides. A 4-foot fence with a locked gate is the minimum recommended for protection. ""If you are going to be swimming in the lake, then you want to scout out the area, make sure that it's clear,"" said Harrison. ""Make sure there's no debris or dead fall in the water in the designated smoothing area."" Harrison said his No. 1 bit of advice is to learn how to swim if you find yourself around water with any frequency. For those who prefer to enjoy the scenery ofTuscaloosa's lakes, here are some tips to do so. 39% of all drownings occur in swimming pools 37% of all drownings occur in open water Alabama has the most water running through the state then any other state Always swim with a buddy, regardless of your swimming ability Ensure children are supervised by a responsible adult at all times Enroll in swim lessons. PARA offers lessons for children 4 and up, as well as youth and adult swim training Practice swimming regularly to maintain your skills and confidence in the water Understand and respect your swimming abilities. Avoid deep water if you are not a strong swimmer Take breaks to avoid fatigue and dehydration Wear life jackets when boating or participating in water sports, especially if you are not a confident swimmer Ensure life jackets are properly fitted and approved by safety standards Check the weather forecast and water conditions before swimming or engaging in water activities Be cautious of currents, waves and underwater hazards Enroll in CPR and First Aid courses to be prepared in case of an emergency PARA offers American Red Cross certification and training for lifeguards and the public Maintain constant visual contact with children in and around water Avoid distractions such as phone calls or reading while supervising",15-07-24,"WVUA 23 Digital,","drowning prevention, swimming",Local News,26-07-24,"Tuscaloosa, Alabama"
New book highlights Tuscaloosa's allure,https://www.wvua23.com/new-book-highlights-tuscaloosas-allure/,"By WVUA 23 Digital Reporter Jolencia Jones Becky Beall is a travel writer and native Alabamian who recently authored ""100 Things to Do in Tuscaloosa Before You Die."" The book features a variety of exciting summer activities that cater to different interests. For those who love water sports, there's the option to gear up for fun on the water with Tuscaloosa Paddleboard Rentals or to watch water-ski competitions at Lymanland. On the other hand, adventure seekers can get dirty at Tuscaloosa Mud Park. At the same time, those looking for relaxation can unwind at the Venue Tuscaloosa or choose nature at Lake Lurleen State Park. Fishing enthusiasts can enjoy Lake Tuscaloosa, and fitness buffs can stay fit at Faucett Brothers Activity Center. Beall expressed a deep connection to the state of Alabama and the University of Alabama as inspiration for her book. However, she wanted to highlight Tuscaloosa as a destination beyond its football fame, highlighting its museums, art galleries, outdoor activities, and dining options. ""In terms of traveling, I think that we miss out on telling people why they could come to Tuscaloosa as a getaway,"" Beall said. ""I think we miss out on all that because everybody has the preconceived notion that it's just a college town with a great football team and they don't see the value in Tuscaloosa."" During the writing process, Beall expressed how her favorite part was the extensive research that went into it. ""I absolutely loved meeting people, and I didn't get to meet everybody that I wrote about. Some were just establishments but that was my favorite part, just getting to find out little tidbits of information that I didn't know,"" Beall said. The journey to create this guidebook hasn't been easy. Throughout the process, Beall shared how she was involved in a car accident that delayed the project. ""It kind of set me back. It was pretty significant, and I was not able to do a lot of the research or sit at the computer and type for very long. I just had a lot of issues to work through. So that was probably the hardest part for me, just getting to a healthy point in my life where I could finish it,"" Beall said. Despite the challenges, she persevered and eventually released the book in May. ""It's just a good, all around, very affordable way to plan your travel to Tuscaloosa,"" Beall said. The book can be purchased online on various websites includingAmazon.",15-07-24,"WVUA 23 Digital,","alabama attractions, alabama book, tuscaloosa",Local News,26-07-24,"Tuscaloosa, Alabama"
Weekly gas roundup: Prices up 2.9 cents in Alabama over past week,https://www.wvua23.com/weekly-gas-roundup-prices-up-2-9-cents-in-alabama-over-past-week/,"gas prices The average price for a gallon of gas in Alabama rose 2.9 cents over the past week, up to $3.16 a gallon as of Monday, according toGasBuddy""s survey of 3,348 gas stations in Alabama. That's 12.7 cents a gallon higher than this time last month and 6.4 cents a gallon higher than this time last year. Nationally, prices rose 2.5 cents a gallon over the past week, up to an average of $3.49 as of Monday. The national average price of diesel rose 2.3 cents over the past week, up to $3.83 per gallon. ""Much like last summer, the nation's average price of gasoline has remained somewhat stuck in the mid-$3 per gallon range with a mixed bag of prices: small declines in some states and modest increases in others as we wait for what could be the next major trend,"" said Patrick De Haan, head of petroleum analysis at GasBuddy. ""Hurricane Beryl had no major impact on prices, but some drivers in Texas had trouble finding gasoline due to power outages, a situation that continues to improve."" According to GasBuddy price reports: Around Tuscaloosa, you can get gas as low as $2.99 a gallon. Check out whereright here. The cheapest gas station in Alabama was priced at $2.11 a gallon as of Sunday The most expensive gas station in Alabama was priced at $3.89 a gallon as of Sunday",15-07-24,"WVUA 23 Digital,",gas prices,"Alabama News, Local News",26-07-24,"Tuscaloosa, Alabama"
Tuscaloosa River Market celebrates Sweet Grown Alabama Day with farmers,https://www.wvua23.com/tuscaloosa-river-market-celebrates-sweet-grown-alabama-day-with-farmer/,"WVUA 23 News Reporter Caleb Aguayo Sweet Grown Alabama Day took overTuscaloosa River Marketon Saturday, inviting a constant stream of foot traffic into thefarmer's marketall morning. The event ran from 7 a.m. until noon, and the market's vendors said they schedule time out of their day to come take part not only in the festivities but also in the weekly farmers market. ""I work at Starbucks in the morning, and in the evening I work at the restaurant too, so I have two jobs in one day. And this is my passion. This is how I like it,"" said vendor Yuriko Junmee. She serves homemade snacks at her booth, Sweet Secrets by Yuriko. In fact, everything sold at the farmers market was made or grown by the vendors. The Tuscaloosa Farmers Market brings a weekly average of almost 3,000 visitors, and River Market operations manager Alexis Clark said Sweet Grown Alabama Day helps local farmers from all around the state. ""The farmers market here in Tuscaloosa is made up of 30 farmers from the state of Alabama,"" Clark said. ""All of the fruits and vegetables that you get from the farmers market here are grown within 25 miles of the state line of Alabama."" Each year, the River Market sends an agent to every vendor's home location to verify that they make or grow everything on-site. This ensures no one buys and resells anything at their booth, as if they had actually made it. But the River Market's vendors don't mind the extra step because their products keep people coming back for more. ""It stays pretty busy when I'm not at my shop, but on Saturdays is when I get the majority of my customers,"" said vendor Pamela Dobbins. ""I've created a lot of consistent customers, so they look for me every Saturday and I enjoy serving when I come out to the market."" Although Sweet Grown Alabama Day celebrates local farmers, the Tuscaloosa Farmers Market will continue to do so for the rest of the summer with more than 50 vendors. You can find them every Saturday morning before noon.",15-07-24,"WVUA 23 News,","river market, sweet grown alabama, tuscaloosa farmers market",Local News,26-07-24,"Tuscaloosa, Alabama"
